"","codcomp","depto","secc","seg","zona","codloc","nomdepto","nomloc","nombarrioi","ccz","v_tot","v_tot_oc","v_tot_des","v_par","v_par_oc","v_par_des","v_col","v_col_oc","v_col_des","p_tot","p_tot_fem","p_tot_masc","p_part","p_part_fem","p_part_masc","p_col","p_col_fem","p_col_masc"
"59405","0117430401","01","17","430","401","01020","MONTEVIDEO","MONTEVIDEO","CASAVALLE","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59406","0121012007","01","21","012","007","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",26,26,0,26,26,0,0,0,0,66,34,32,59,29,30,0,0,0
"59407","1606214600","16","06","214","600","16021","SAN JOSE","CIUDAD DEL PLATA","N/A","N/A",7,6,1,7,6,1,0,0,0,16,6,10,16,6,10,0,0,0
"59408","0311209859","03","11","209","859","03422","CANELONES","SAN RAMON","N/A","N/A",12,7,5,11,6,5,1,1,0,54,30,24,15,7,8,39,23,16
"59409","0327096001","03","27","096","001","03912","CANELONES","ESTANQUE DE PANDO","N/A","N/A",36,33,3,36,33,3,0,0,0,91,47,44,91,47,44,0,0,0
"59410","1606024002","16","06","024","002","16926","SAN JOSE","VILLA MARIA","N/A","N/A",8,5,3,8,5,3,0,0,0,7,5,2,7,5,2,0,0,0
"59411","1606024009","16","06","024","009","16926","SAN JOSE","VILLA MARIA","N/A","N/A",13,10,3,13,10,3,0,0,0,19,9,10,19,9,10,0,0,0
"59412","1501110027","15","01","110","027","15120","SALTO","SALTO","N/A","N/A",33,32,1,32,32,0,1,0,1,107,53,54,92,47,45,0,0,0
"59413","1401010001","14","01","010","001","14320","ROCHA","ROCHA","N/A","N/A",27,24,3,25,22,3,2,2,0,25,13,12,25,13,12,0,0,0
"59414","0506209850","05","06","209","850","05321","COLONIA","CARMELO","N/A","N/A",22,22,0,21,21,0,1,1,0,293,54,239,55,24,31,231,26,205
"59415","0327095011","03","27","095","011","03911","CANELONES","VIEJO MOLINO SAN BERNARDO","N/A","N/A",39,37,2,39,37,2,0,0,0,103,49,54,103,49,54,0,0,0
"59416","1101011006","11","01","011","006","11120","PAYSANDU","PAYSANDU","N/A","N/A",23,21,2,23,21,2,0,0,0,47,24,23,44,23,21,0,0,0
"59417","0514002014","05","14","002","014","05323","COLONIA","JUAN LACAZE","N/A","N/A",46,42,4,46,42,4,0,0,0,105,56,49,97,51,46,0,0,0
"59418","0311209860","03","11","209","860","03422","CANELONES","SAN RAMON","N/A","N/A",8,5,3,8,5,3,0,0,0,11,5,6,11,5,6,0,0,0
"59419","0206205402","02","06","205","402","02927","ARTIGAS","PASO CAMPAMENTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59420","0121012005","01","21","012","005","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",35,32,3,35,32,3,0,0,0,88,45,43,83,43,40,0,0,0
"59421","1001150428","10","01","150","428","10021","MALDONADO","PUNTA DEL ESTE","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59422","0113005013","01","13","005","013","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",42,32,10,42,32,10,0,0,0,90,48,42,88,48,40,0,0,0
"59423","0113006001","01","13","006","001","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",41,36,5,41,36,5,0,0,0,117,55,62,112,53,59,0,0,0
"59424","0337135602","03","37","135","602","03633","CANELONES","SAN JOSE DE CARRASCO","N/A","N/A",40,38,2,40,38,2,0,0,0,79,38,41,78,38,40,0,0,0
"59425","1501210029","15","01","210","029","15120","SALTO","SALTO","N/A","N/A",6,5,1,6,5,1,0,0,0,15,7,8,15,7,8,0,0,0
"59426","1703010857","17","03","010","857","17321","SORIANO","DOLORES","N/A","N/A",17,16,1,17,16,1,0,0,0,50,26,24,44,24,20,0,0,0
"59427","0302016850","03","02","016","850","03323","CANELONES","SANTA LUCIA","N/A","N/A",19,19,0,19,19,0,0,0,0,43,21,22,41,20,21,0,0,0
"59428","1201025854","12","01","025","854","12320","RIO NEGRO","FRAY BENTOS","N/A","N/A",1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
"59429","1501012600","15","01","012","600","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59430","0337126012","03","37","126","012","03024","CANELONES","PASO CARRASCO","N/A","N/A",28,21,7,28,21,7,0,0,0,73,40,33,66,34,32,0,0,0
"59431","0308116012","03","08","116","012","03826","CANELONES","COSTA AZUL","N/A","N/A",26,11,15,26,11,15,0,0,0,20,11,9,20,11,9,0,0,0
"59432","0124102004","01","24","102","004","01020","MONTEVIDEO","MONTEVIDEO","POCITOS","05",277,245,32,277,245,32,0,0,0,461,271,190,451,266,185,0,0,0
"59433","0808008004","08","08","008","004","08900","FLORIDA","RURAL","N/A","N/A",5,3,2,5,3,2,0,0,0,7,1,6,7,1,6,0,0,0
"59434","0337317802","03","37","317","802","03521","CANELONES","BARROS BLANCOS","N/A","N/A",9,9,0,9,9,0,0,0,0,14,3,11,14,3,11,0,0,0
"59435","0110120005","01","10","120","005","01020","MONTEVIDEO","MONTEVIDEO","MALVIN NORTE","06",26,23,3,26,23,3,0,0,0,67,33,34,62,31,31,0,0,0
"59436","1305002018","13","05","002","018","13521","RIVERA","MINAS DE CORRALES","N/A","N/A",28,25,3,28,25,3,0,0,0,57,33,24,55,32,23,0,0,0
"59437","1112001851","11","12","001","851","11120","PAYSANDU","PAYSANDU","N/A","N/A",42,38,4,42,38,4,0,0,0,95,53,42,91,52,39,0,0,0
"59438","0514004015","05","14","004","015","05323","COLONIA","JUAN LACAZE","N/A","N/A",9,8,1,9,8,1,0,0,0,21,9,12,20,8,12,0,0,0
"59439","1112013019","11","12","013","019","11120","PAYSANDU","PAYSANDU","N/A","N/A",20,19,1,20,19,1,0,0,0,43,18,25,29,14,15,0,0,0
"59440","0501514851","05","01","514","851","05320","COLONIA","COLONIA DEL SACRAMENTO","N/A","N/A",20,11,9,20,11,9,0,0,0,23,9,14,23,9,14,0,0,0
"59441","0327095853","03","27","095","853","03911","CANELONES","VIEJO MOLINO SAN BERNARDO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59442","0316002017","03","16","002","017","03524","CANELONES","JOAQUIN SUAREZ","N/A","N/A",14,14,0,14,14,0,0,0,0,34,18,16,34,18,16,0,0,0
"59443","0337317021","03","37","317","021","03521","CANELONES","BARROS BLANCOS","N/A","N/A",35,33,2,35,33,2,0,0,0,99,55,44,96,53,43,0,0,0
"59444","0316204015","03","16","204","015","03524","CANELONES","JOAQUIN SUAREZ","N/A","N/A",11,10,1,11,10,1,0,0,0,30,17,13,26,15,11,0,0,0
"59445","1308102602","13","08","102","602","13621","RIVERA","VICHADERO","N/A","N/A",16,13,3,16,13,3,0,0,0,17,9,8,17,9,8,0,0,0
"59446","1305002015","13","05","002","015","13521","RIVERA","MINAS DE CORRALES","N/A","N/A",20,16,4,20,16,4,0,0,0,49,21,28,48,20,28,0,0,0
"59447","1001127014","10","01","127","014","10020","MALDONADO","MALDONADO","N/A","N/A",42,37,5,41,37,4,1,0,1,110,59,51,99,51,48,0,0,0
"59448","1101013003","11","01","013","003","11120","PAYSANDU","PAYSANDU","N/A","N/A",19,17,2,19,17,2,0,0,0,41,23,18,41,23,18,0,0,0
"59449","1902201019","19","02","201","019","19722","TREINTA Y TRES","GRAL. ENRIQUE MARTINEZ","N/A","N/A",3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"59450","1902207004","19","02","207","004","19722","TREINTA Y TRES","GRAL. ENRIQUE MARTINEZ","N/A","N/A",10,6,4,10,6,4,0,0,0,12,6,6,9,4,5,0,0,0
"59451","1305002022","13","05","002","022","13521","RIVERA","MINAS DE CORRALES","N/A","N/A",40,32,8,40,32,8,0,0,0,79,43,36,77,42,35,0,0,0
"59452","0303001853","03","03","001","853","03624","CANELONES","LOS CERRILLOS","N/A","N/A",2,2,0,2,2,0,0,0,0,5,4,1,5,4,1,0,0,0
"59453","0327006004","03","27","006","004","03322","CANELONES","PANDO","N/A","N/A",33,25,8,32,24,8,1,1,0,59,31,28,47,26,21,6,1,5
"59454","1908201005","19","08","201","005","19521","TREINTA Y TRES","SANTA CLARA DE OLIMAR","N/A","N/A",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"59455","1703304021","17","03","304","021","17321","SORIANO","DOLORES","N/A","N/A",19,17,2,19,17,2,0,0,0,45,27,18,43,27,16,0,0,0
"59456","1501011014","15","01","011","014","15120","SALTO","SALTO","N/A","N/A",31,27,4,31,27,4,0,0,0,79,35,44,74,34,40,0,0,0
"59457","1501011012","15","01","011","012","15120","SALTO","SALTO","N/A","N/A",28,25,3,28,25,3,0,0,0,95,44,51,55,26,29,0,0,0
"59458","0303012851","03","03","012","851","03928","CANELONES","CAMPO MILITAR","N/A","N/A",42,35,7,42,35,7,0,0,0,96,51,45,95,51,44,0,0,0
"59459","1201027016","12","01","027","016","12828","RIO NEGRO","LAS CAÑAS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59460","1703812022","17","03","812","022","17321","SORIANO","DOLORES","N/A","N/A",16,14,2,16,14,2,0,0,0,47,14,33,44,14,30,0,0,0
"59461","1501011009","15","01","011","009","15120","SALTO","SALTO","N/A","N/A",40,37,3,40,37,3,0,0,0,114,54,60,108,52,56,0,0,0
"59462","1501011010","15","01","011","010","15120","SALTO","SALTO","N/A","N/A",52,52,0,52,52,0,0,0,0,128,72,56,123,67,56,0,0,0
"59463","0110071010","01","10","071","010","01020","MONTEVIDEO","MONTEVIDEO","CARRASCO","08",24,19,5,24,19,5,0,0,0,65,32,33,62,31,31,0,0,0
"59464","1201025861","12","01","025","861","12320","RIO NEGRO","FRAY BENTOS","N/A","N/A",2,2,0,2,2,0,0,0,0,4,1,3,4,1,3,0,0,0
"59465","1112013007","11","12","013","007","11120","PAYSANDU","PAYSANDU","N/A","N/A",17,14,3,16,14,2,1,0,1,51,27,24,46,24,22,0,0,0
"59466","1501007002","15","01","007","002","15120","SALTO","SALTO","N/A","N/A",38,35,3,38,35,3,0,0,0,85,53,32,85,53,32,0,0,0
"59467","1501030009","15","01","030","009","15120","SALTO","SALTO","N/A","N/A",10,9,1,10,9,1,0,0,0,33,18,15,25,13,12,0,0,0
"59468","0327112046","03","27","112","046","03322","CANELONES","PANDO","N/A","N/A",34,30,4,34,30,4,0,0,0,71,33,38,67,31,36,0,0,0
"59469","0109002005","01","09","002","005","01020","MONTEVIDEO","MONTEVIDEO","LEZICA, MELILLA","12",38,37,1,38,37,1,0,0,0,115,59,56,87,44,43,0,0,0
"59470","0118126007","01","18","126","007","01020","MONTEVIDEO","MONTEVIDEO","POCITOS","05",135,119,16,135,119,16,0,0,0,265,149,116,261,147,114,0,0,0
"59471","0337292411","03","37","292","411","03828","CANELONES","EL PINAR","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59472","1703203856","17","03","203","856","17321","SORIANO","DOLORES","N/A","N/A",2,2,0,2,2,0,0,0,0,9,6,3,6,4,2,0,0,0
"59473","0118122001","01","18","122","001","01020","MONTEVIDEO","MONTEVIDEO","POCITOS","05",244,203,41,244,203,41,0,0,0,435,228,207,412,220,192,0,0,0
"59474","0113018004","01","13","018","004","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",26,25,1,26,25,1,0,0,0,51,27,24,48,25,23,0,0,0
"59475","1305101018","13","05","101","018","13521","RIVERA","MINAS DE CORRALES","N/A","N/A",21,15,6,21,15,6,0,0,0,38,15,23,30,13,17,0,0,0
"59476","1305101402","13","05","101","402","13521","RIVERA","MINAS DE CORRALES","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59477","0113016009","01","13","016","009","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",32,30,2,32,30,2,0,0,0,79,38,41,58,27,31,0,0,0
"59478","0113017013","01","13","017","013","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",39,33,6,39,33,6,0,0,0,88,49,39,82,46,36,0,0,0
"59479","1905101029","19","05","101","029","19822","TREINTA Y TRES","ISLA PATRULLA (MARIA ISABEL)","N/A","N/A",5,4,1,5,4,1,0,0,0,7,3,4,7,3,4,0,0,0
"59480","0504014600","05","04","014","600","05960","COLONIA","PLAYA BRITOPOLIS","N/A","N/A",11,2,9,11,2,9,0,0,0,2,2,0,2,2,0,0,0,0
"59481","1901220865","19","01","220","865","19220","TREINTA Y TRES","TREINTA Y TRES","N/A","N/A",22,21,1,22,21,1,0,0,0,59,37,22,59,37,22,0,0,0
"59482","1901213402","19","01","213","402","19220","TREINTA Y TRES","TREINTA Y TRES","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59483","0207206417","02","07","206","417","02021","ARTIGAS","BELLA UNION","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59484","1501210040","15","01","210","040","15120","SALTO","SALTO","N/A","N/A",19,19,0,19,19,0,0,0,0,53,24,29,49,22,27,0,0,0
"59485","0401027400","04","01","027","400","04020","CERRO LARGO","MELO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59486","0401028407","04","01","028","407","04020","CERRO LARGO","MELO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59487","1501210036","15","01","210","036","15120","SALTO","SALTO","N/A","N/A",26,24,2,26,24,2,0,0,0,89,43,46,85,40,45,0,0,0
"59488","1606005411","16","06","005","411","16826","SAN JOSE","RAFAEL PERAZA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59489","1501006005","15","01","006","005","15120","SALTO","SALTO","N/A","N/A",106,82,24,106,82,24,0,0,0,123,76,47,117,73,44,0,0,0
"59490","0401021016","04","01","021","016","04020","CERRO LARGO","MELO","N/A","N/A",37,34,3,37,34,3,0,0,0,77,38,39,74,37,37,0,0,0
"59491","0401215020","04","01","215","020","04020","CERRO LARGO","MELO","N/A","N/A",39,28,11,38,28,10,1,0,1,71,37,34,63,34,29,0,0,0
"59492","0317059032","03","17","059","032","03621","CANELONES","ATLANTIDA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59493","0514004010","05","14","004","010","05323","COLONIA","JUAN LACAZE","N/A","N/A",26,21,5,26,21,5,0,0,0,48,24,24,43,22,21,0,0,0
"59494","1901721864","19","01","721","864","19956","TREINTA Y TRES","EJIDO DE TREINTA Y TRES","N/A","N/A",3,1,2,3,1,2,0,0,0,1,0,1,1,0,1,0,0,0
"59495","1903104802","19","03","104","802","19821","TREINTA Y TRES","ESTACION RINCON","N/A","N/A",9,6,3,9,6,3,0,0,0,7,3,4,7,3,4,0,0,0
"59496","1903104047","19","03","104","047","19821","TREINTA Y TRES","ESTACION RINCON","N/A","N/A",10,6,4,10,6,4,0,0,0,18,10,8,17,10,7,0,0,0
"59497","1601024003","16","01","024","003","16220","SAN JOSE","SAN JOSE DE MAYO","N/A","N/A",35,26,9,35,26,9,0,0,0,70,36,34,61,32,29,0,0,0
"59498","0706001005","07","06","001","005","07900","FLORES","RURAL","N/A","N/A",20,14,6,18,14,4,2,0,2,23,7,16,23,7,16,0,0,0
"59499","0122204011","01","22","204","011","01020","MONTEVIDEO","MONTEVIDEO","BRAZO ORIENTAL","15",56,50,6,56,50,6,0,0,0,109,60,49,105,58,47,0,0,0
"59500","0122134010","01","22","134","010","01020","MONTEVIDEO","MONTEVIDEO","MERCADO MODELO, BOLIVAR","03",171,143,28,171,143,28,0,0,0,274,142,132,261,134,127,0,0,0
"59501","0506209042","05","06","209","042","05321","COLONIA","CARMELO","N/A","N/A",18,15,3,18,15,3,0,0,0,35,18,17,35,18,17,0,0,0
"59502","1903107601","19","03","107","601","19900","TREINTA Y TRES","RURAL","N/A","N/A",8,0,8,8,0,8,0,0,0,1,1,0,0,0,0,0,0,0
"59503","0201009800","02","01","009","800","02020","ARTIGAS","ARTIGAS","N/A","N/A",32,29,3,32,29,3,0,0,0,87,43,44,73,38,35,0,0,0
"59504","1501006007","15","01","006","007","15120","SALTO","SALTO","N/A","N/A",32,26,6,32,26,6,0,0,0,82,45,37,58,34,24,0,0,0
"59505","1001343037","10","01","343","037","10020","MALDONADO","MALDONADO","N/A","N/A",32,26,6,31,25,6,1,1,0,65,28,37,58,26,32,7,2,5
"59506","1206001009","12","06","001","009","12827","RIO NEGRO","VILLA MARIA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59507","0512209400","05","12","209","400","05979","COLONIA","SANTA ANA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59508","0316011007","03","16","011","007","03530","CANELONES","FRACC. CNO. ANDALUZ Y R.84","N/A","N/A",28,26,2,28,26,2,0,0,0,75,39,36,75,39,36,0,0,0
"59509","0113029700","01","13","029","700","01020","MONTEVIDEO","MONTEVIDEO","CERRO","17",23,22,1,22,21,1,1,1,0,55,30,25,49,26,23,0,0,0
"59510","0122134500","01","22","134","500","01020","MONTEVIDEO","MONTEVIDEO","MERCADO MODELO, BOLIVAR","03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59511","0701229854","07","01","229","854","07320","FLORES","TRINIDAD","N/A","N/A",14,12,2,14,12,2,0,0,0,33,16,17,33,16,17,0,0,0
"59512","0501108001","05","01","108","001","05320","COLONIA","COLONIA DEL SACRAMENTO","N/A","N/A",12,7,5,12,7,5,0,0,0,12,5,7,11,5,6,0,0,0
"59513","0120040006","01","20","040","006","01020","MONTEVIDEO","MONTEVIDEO","PRADO, NUEVA SAVONA","15",33,31,2,33,31,2,0,0,0,70,36,34,67,35,32,0,0,0
"59514","0303002858","03","03","002","858","03624","CANELONES","LOS CERRILLOS","N/A","N/A",25,20,5,25,20,5,0,0,0,51,27,24,51,27,24,0,0,0
"59515","0121014002","01","21","014","002","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",40,36,4,40,36,4,0,0,0,93,46,47,78,39,39,0,0,0
"59516","0121013010","01","21","013","010","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",20,17,3,20,17,3,0,0,0,37,18,19,34,16,18,0,0,0
"59517","0504008016","05","04","008","016","05932","COLONIA","BRISAS DEL PLATA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59518","0315407401","03","15","407","401","03730","CANELONES","SAN ANTONIO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59519","0121016010","01","21","016","010","01020","MONTEVIDEO","MONTEVIDEO","PEÑAROL, LAVALLEJA","13",74,70,4,74,70,4,0,0,0,196,102,94,190,100,90,0,0,0
"59520","0121016004","01","21","016","004","01020","MONTEVIDEO","MONTEVIDEO","PEÑAROL, LAVALLEJA","13",92,88,4,92,88,4,0,0,0,239,123,116,228,120,108,0,0,0
"59521","0306013801","03","06","013","801","03529","CANELONES","VILLA CRESPO Y SAN ANDRES","N/A","N/A",37,33,4,37,33,4,0,0,0,99,54,45,99,54,45,0,0,0
"59522","0301007005","03","01","007","005","03320","CANELONES","CANELONES","N/A","N/A",32,30,2,32,30,2,0,0,0,72,41,31,70,41,29,0,0,0
"59523","0316012006","03","16","012","006","03530","CANELONES","FRACC. CNO. ANDALUZ Y R.84","N/A","N/A",18,16,2,18,16,2,0,0,0,37,17,20,37,17,20,0,0,0
"59524","1002106850","10","02","106","850","10321","MALDONADO","SAN CARLOS","N/A","N/A",76,69,7,76,69,7,0,0,0,175,95,80,172,93,79,0,0,0
"59525","1201012403","12","01","012","403","12320","RIO NEGRO","FRAY BENTOS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59526","1002212851","10","02","212","851","10321","MALDONADO","SAN CARLOS","N/A","N/A",20,20,0,20,20,0,0,0,0,55,28,27,48,24,24,0,0,0
"59527","1501005005","15","01","005","005","15120","SALTO","SALTO","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59528","1001380856","10","01","380","856","10020","MALDONADO","MALDONADO","N/A","N/A",5,5,0,5,5,0,0,0,0,12,5,7,12,5,7,0,0,0
"59529","1002212850","10","02","212","850","10321","MALDONADO","SAN CARLOS","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59530","0113232613","01","13","232","613","01020","MONTEVIDEO","MONTEVIDEO","LA PALOMA, TOMKINSON","17",40,40,0,40,40,0,0,0,0,67,30,37,57,26,31,0,0,0
"59531","0912301030","09","12","301","030","09521","LAVALLEJA","JOSE BATLLE Y ORDOÑEZ","N/A","N/A",17,10,7,17,10,7,0,0,0,26,13,13,24,12,12,0,0,0
"59532","0110149023","01","10","149","023","01020","MONTEVIDEO","MONTEVIDEO","PUNTA GORDA","07",13,13,0,13,13,0,0,0,0,39,20,19,39,20,19,0,0,0
"59533","1008009013","10","08","009","013","10521","MALDONADO","AIGUA","N/A","N/A",10,8,2,10,8,2,0,0,0,20,11,9,20,11,9,0,0,0
"59534","0119212004","01","19","212","004","01020","MONTEVIDEO","MONTEVIDEO","VILLA MUÑOZ, RETIRO","03",83,71,12,83,71,12,0,0,0,163,81,82,155,75,80,0,0,0
"59535","0119013004","01","19","013","004","01020","MONTEVIDEO","MONTEVIDEO","VILLA MUÑOZ, RETIRO","03",77,76,1,77,76,1,0,0,0,164,73,91,157,71,86,0,0,0
"59536","0124214005","01","24","214","005","01020","MONTEVIDEO","MONTEVIDEO","PQUE. BATLLE, V. DOLORES","05",63,54,9,63,54,9,0,0,0,147,71,76,145,70,75,0,0,0
"59537","0301009017","03","01","009","017","03320","CANELONES","CANELONES","N/A","N/A",2,2,0,2,2,0,0,0,0,4,1,3,3,0,3,0,0,0
"59538","0301010018","03","01","010","018","03320","CANELONES","CANELONES","N/A","N/A",24,22,2,24,22,2,0,0,0,69,39,30,61,35,26,0,0,0
"59539","0305212036","03","05","212","036","03321","CANELONES","LA PAZ","N/A","N/A",39,39,0,39,39,0,0,0,0,106,57,49,101,55,46,0,0,0
"59540","1501005007","15","01","005","007","15120","SALTO","SALTO","N/A","N/A",60,55,5,60,55,5,0,0,0,122,68,54,108,61,47,0,0,0
"59541","1501022006","15","01","022","006","15120","SALTO","SALTO","N/A","N/A",10,10,0,10,10,0,0,0,0,34,22,12,34,22,12,0,0,0
"59542","0301009018","03","01","009","018","03320","CANELONES","CANELONES","N/A","N/A",18,16,2,18,16,2,0,0,0,33,21,12,28,19,9,0,0,0
"59543","0301201803","03","01","201","803","03320","CANELONES","CANELONES","N/A","N/A",1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
"59544","0121013003","01","21","013","003","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",31,27,4,31,27,4,0,0,0,73,34,39,70,33,37,0,0,0
"59545","0301201031","03","01","201","031","03320","CANELONES","CANELONES","N/A","N/A",51,49,2,51,49,2,0,0,0,130,62,68,127,60,67,0,0,0
"59546","0316319607","03","16","319","607","03530","CANELONES","FRACC. CNO. ANDALUZ Y R.84","N/A","N/A",11,11,0,11,11,0,0,0,0,25,14,11,25,14,11,0,0,0
"59547","1501022007","15","01","022","007","15120","SALTO","SALTO","N/A","N/A",26,25,1,26,25,1,0,0,0,89,48,41,80,43,37,0,0,0
"59548","0301201033","03","01","201","033","03320","CANELONES","CANELONES","N/A","N/A",14,13,1,14,13,1,0,0,0,33,17,16,33,17,16,0,0,0
"59549","0301201035","03","01","201","035","03320","CANELONES","CANELONES","N/A","N/A",23,22,1,23,22,1,0,0,0,42,22,20,39,21,18,0,0,0
"59550","0401232075","04","01","232","075","04020","CERRO LARGO","MELO","N/A","N/A",33,27,6,33,27,6,0,0,0,76,37,39,76,37,39,0,0,0
"59551","0121012013","01","21","012","013","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",35,34,1,35,34,1,0,0,0,99,44,55,89,41,48,0,0,0
"59552","0301201036","03","01","201","036","03320","CANELONES","CANELONES","N/A","N/A",27,26,1,27,26,1,0,0,0,77,39,38,76,38,38,0,0,0
"59553","0121011002","01","21","011","002","01020","MONTEVIDEO","MONTEVIDEO","CONCILIACION","13",14,14,0,14,14,0,0,0,0,38,21,17,32,20,12,0,0,0
"59554","0304242031","03","04","242","031","03343","CANELONES","18 DE MAYO","N/A","N/A",20,19,1,20,19,1,0,0,0,55,31,24,55,31,24,0,0,0
"59555","0301010002","03","01","010","002","03320","CANELONES","CANELONES","N/A","N/A",34,30,4,34,30,4,0,0,0,66,32,34,62,29,33,0,0,0
"59556","1801017005","18","01","017","005","18020","TACUAREMBO","TACUAREMBO","N/A","N/A",17,14,3,17,14,3,0,0,0,25,18,7,25,18,7,0,0,0
"59557","0124116011","01","24","116","011","01020","MONTEVIDEO","MONTEVIDEO","PQUE. BATLLE, V. DOLORES","05",32,29,3,32,29,3,0,0,0,78,39,39,78,39,39,0,0,0
"59558","0301011002","03","01","011","002","03320","CANELONES","CANELONES","N/A","N/A",30,28,2,30,28,2,0,0,0,87,45,42,79,41,38,0,0,0
"59559","0304128008","03","04","128","008","03221","CANELONES","LAS PIEDRAS","N/A","N/A",41,38,3,41,38,3,0,0,0,96,49,47,95,48,47,0,0,0
"59560","0124216009","01","24","216","009","01020","MONTEVIDEO","MONTEVIDEO","PQUE. BATLLE, V. DOLORES","05",121,104,17,121,104,17,0,0,0,206,108,98,201,106,95,0,0,0
"59561","0122027404","01","22","027","404","01020","MONTEVIDEO","MONTEVIDEO","MERCADO MODELO, BOLIVAR","11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59562","0113012029","01","13","012","029","01020","MONTEVIDEO","MONTEVIDEO","CASABO, PAJAS BLANCAS","17",14,14,0,14,14,0,0,0,0,40,22,18,39,21,18,0,0,0
"59563","0111287004","01","11","287","004","01020","MONTEVIDEO","MONTEVIDEO","MANGA, TOLEDO CHICO","10",50,47,3,50,47,3,0,0,0,123,63,60,112,58,54,0,0,0
"59564","1001023015","10","01","023","015","10020","MALDONADO","MALDONADO","N/A","N/A",18,12,6,18,12,6,0,0,0,28,15,13,24,12,12,0,0,0
"59565","0120027006","01","20","027","006","01020","MONTEVIDEO","MONTEVIDEO","NUEVO PARIS","14",79,74,5,78,74,4,1,0,1,249,123,126,209,105,104,0,0,0
"59566","0101001500","01","01","001","500","01020","MONTEVIDEO","MONTEVIDEO","CIUDAD VIEJA","01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59567","0316208011","03","16","208","011","03521","CANELONES","BARROS BLANCOS","N/A","N/A",41,31,10,41,31,10,0,0,0,83,45,38,83,45,38,0,0,0
"59568","0401011010","04","01","011","010","04020","CERRO LARGO","MELO","N/A","N/A",29,21,8,29,21,8,0,0,0,58,32,26,56,32,24,0,0,0
"59569","0206001411","02","06","001","411","02725","ARTIGAS","SEQUEIRA","N/A","N/A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59570","0401022008","04","01","022","008","04020","CERRO LARGO","MELO","N/A","N/A",24,20,4,24,20,4,0,0,0,47,26,21,47,26,21,0,0,0
"59571","0401022006","04","01","022","006","04020","CERRO LARGO","MELO","N/A","N/A",34,27,7,34,27,7,0,0,0,50,28,22,48,26,22,0,0,0
"59572","1501009009","15","01","009","009","15120","SALTO","SALTO","N/A","N/A",44,44,0,44,44,0,0,0,0,163,84,79,154,81,73,0,0,0
